observation_id,observer,species,location,date_observed
562,Dana,Red Admiral,Rainforest,2019-05-11
563,Alice,Monarch,Desert,2017-04-12
564,Dana,Monarch,Desert,2019-12-16
565,Charlie,Monarch,Garden,2017-07-02
566,Alice,Swallowtail,Meadow,2020-07-04
567,Alice,Swallowtail,Meadow,2018-12-13
568,Charlie,Red Admiral,Mountain,2018-12-21
569,Charlie,Monarch,Rainforest,2019-02-11
570,Dana,Blue Morpho,Meadow,2015-05-06
571,Dana,Red Admiral,Desert,2017-03-27
572,Charlie,Monarch,Rainforest,2020-01-04
573,Dana,Monarch,Rainforest,2016-07-29
574,Charlie,Swallowtail,Garden,2018-11-16
575,Alice,Red Admiral,Meadow,2017-07-18
576,Alice,Monarch,Garden,2019-01-03
577,Bob,Monarch,Meadow,2017-04-12
578,Alice,Red Admiral,Mountain,2017-11-20
579,Charlie,Blue Morpho,Garden,2019-07-07
580,Dana,Red Admiral,Garden,2020-03-15
581,Bob,Red Admiral,Desert,2018-12-28
582,Dana,Blue Morpho,Garden,2018-10-31
583,Charlie,Red Admiral,Meadow,2016-03-18
584,Alice,Monarch,Desert,2020-10-23
585,Bob,Red Admiral,Garden,2016-07-10
586,Charlie,Blue Morpho,Garden,2018-03-24
587,Bob,Painted Lady,Mountain,2020-07-30
588,Bob,Red Admiral,Garden,2015-12-29
589,Alice,Swallowtail,Rainforest,2018-06-11
590,Charlie,Monarch,Desert,2020-01-16
591,Dana,Monarch,Rainforest,2020-01-25
592,Bob,Swallowtail,Desert,2020-12-12
593,Bob,Swallowtail,Mountain,2017-06-29
594,Dana,Red Admiral,Garden,2015-09-02
595,Charlie,Swallowtail,Garden,2016-06-25
596,Bob,Painted Lady,Garden,2020-12-09
597,Bob,Blue Morpho,Desert,2020-12-12
598,Bob,Swallowtail,Garden,2019-04-22
599,Charlie,Swallowtail,Rainforest,2015-05-04
600,Charlie,Painted Lady,Garden,2019-09-28
601,Dana,Monarch,Mountain,2017-02-24
602,Charlie,Monarch,Rainforest,2020-08-05
603,Charlie,Red Admiral,Garden,2017-03-07
604,Alice,Painted Lady,Garden,2015-03-18
605,Dana,Blue Morpho,Meadow,2015-02-28
606,Bob,Blue Morpho,Desert,2019-03-04
607,Charlie,Painted Lady,Rainforest,2020-04-20
608,Bob,Blue Morpho,Meadow,2020-11-26
609,Bob,Monarch,Mountain,2018-07-25
610,Alice,Blue Morpho,Desert,2015-03-09
611,Charlie,Blue Morpho,Rainforest,2020-04-16
612,Dana,Painted Lady,Garden,2015-12-31
613,Charlie,Painted Lady,Rainforest,2017-03-31
614,Bob,Blue Morpho,Garden,2018-11-03
615,Dana,Swallowtail,Desert,2017-08-04
616,Charlie,Painted Lady,Garden,2019-04-27
617,Bob,Red Admiral,Mountain,2018-10-09
618,Bob,Red Admiral,Garden,2018-12-10
619,Alice,Monarch,Mountain,2017-01-31
620,Alice,Blue Morpho,Desert,2015-12-07
621,Alice,Swallowtail,Desert,2016-01-18
622,Bob,Monarch,Rainforest,2017-09-30
623,Charlie,Blue Morpho,Mountain,2019-04-06
624,Alice,Painted Lady,Mountain,2015-10-27
625,Charlie,Red Admiral,Meadow,2015-05-19
626,Alice,Swallowtail,Meadow,2015-12-25
627,Dana,Red Admiral,Meadow,2017-04-15
628,Dana,Painted Lady,Garden,2019-03-03
629,Alice,Blue Morpho,Meadow,2019-06-16
630,Bob,Painted Lady,Mountain,2020-06-05
631,Alice,Painted Lady,Garden,2018-07-27
632,Alice,Red Admiral,Desert,2017-06-27
633,Bob,Swallowtail,Rainforest,2018-02-08
634,Dana,Painted Lady,Meadow,2020-12-26
635,Charlie,Red Admiral,Desert,2017-09-22
636,Alice,Swallowtail,Mountain,2020-11-21
637,Bob,Blue Morpho,Rainforest,2018-05-22
638,Alice,Blue Morpho,Desert,2019-11-20
639,Bob,Monarch,Rainforest,2015-06-14
640,Charlie,Red Admiral,Meadow,2017-09-25
641,Charlie,Swallowtail,Mountain,2018-07-31
642,Dana,Painted Lady,Rainforest,2016-10-18
643,Bob,Blue Morpho,Desert,2020-03-24
644,Bob,Swallowtail,Meadow,2020-08-08
645,Dana,Red Admiral,Meadow,2020-10-12
646,Dana,Monarch,Desert,2018-02-14
647,Bob,Blue Morpho,Desert,2020-03-04
648,Dana,Swallowtail,Rainforest,2015-09-24
649,Charlie,Swallowtail,Garden,2020-01-20
650,Alice,Swallowtail,Meadow,2019-09-05
651,Charlie,Red Admiral,Rainforest,2019-02-19
652,Dana,Red Admiral,Desert,2016-04-20
653,Bob,Red Admiral,Rainforest,2017-09-03
654,Bob,Painted Lady,Desert,2018-04-22
655,Charlie,Swallowtail,Mountain,2017-11-09
656,Bob,Blue Morpho,Desert,2020-05-14
657,Dana,Red Admiral,Desert,2016-07-11
658,Charlie,Red Admiral,Desert,2017-10-14
659,Bob,Swallowtail,Garden,2019-05-25
660,Alice,Red Admiral,Desert,2017-06-01
661,Alice,Painted Lady,Meadow,2016-10-27
662,Dana,Painted Lady,Meadow,2019-11-07
663,Bob,Red Admiral,Rainforest,2017-05-13
664,Dana,Swallowtail,Garden,2016-08-04
665,Charlie,Swallowtail,Rainforest,2016-11-25
666,Alice,Swallowtail,Meadow,2018-06-05
667,Charlie,Monarch,Meadow,2019-05-30
668,Bob,Red Admiral,Mountain,2018-05-24
669,Dana,Swallowtail,Desert,2016-02-03
670,Dana,Painted Lady,Meadow,2020-04-30
671,Dana,Blue Morpho,Rainforest,2016-12-15
672,Charlie,Blue Morpho,Rainforest,2016-12-04
673,Alice,Swallowtail,Desert,2019-09-11
674,Charlie,Blue Morpho,Desert,2020-05-26
675,Charlie,Blue Morpho,Mountain,2015-03-23
676,Bob,Monarch,Garden,2016-08-26
677,Bob,Painted Lady,Rainforest,2020-05-24
678,Bob,Painted Lady,Desert,2019-09-07
679,Alice,Monarch,Rainforest,2020-08-08
680,Alice,Monarch,Desert,2017-06-21
681,Bob,Blue Morpho,Meadow,2015-12-31
682,Bob,Red Admiral,Rainforest,2015-06-12
683,Alice,Blue Morpho,Meadow,2020-02-07
684,Dana,Monarch,Rainforest,2015-04-26
685,Alice,Painted Lady,Garden,2017-05-30
686,Alice,Blue Morpho,Mountain,2017-04-19
687,Alice,Red Admiral,Meadow,2018-09-08
688,Bob,Blue Morpho,Desert,2017-11-02
689,Dana,Swallowtail,Garden,2017-07-31
690,Alice,Blue Morpho,Rainforest,2019-09-21
691,Bob,Monarch,Meadow,2018-02-11
692,Charlie,Painted Lady,Rainforest,2015-01-22
693,Charlie,Painted Lady,Rainforest,2019-10-16
694,Alice,Monarch,Rainforest,2016-11-13
695,Charlie,Swallowtail,Mountain,2020-01-08
696,Dana,Monarch,Mountain,2015-05-06
697,Charlie,Blue Morpho,Desert,2015-10-04
698,Charlie,Monarch,Meadow,2020-06-22
699,Dana,Monarch,Garden,2018-05-12
700,Alice,Swallowtail,Garden,2016-11-26
701,Alice,Blue Morpho,Garden,2018-08-02
702,Dana,Red Admiral,Rainforest,2015-02-26
703,Dana,Red Admiral,Mountain,2015-01-19
704,Dana,Painted Lady,Meadow,2015-04-23
705,Charlie,Monarch,Rainforest,2016-06-25
706,Dana,Painted Lady,Mountain,2016-08-01
707,Bob,Swallowtail,Mountain,2017-12-24
708,Charlie,Red Admiral,Meadow,2015-01-25
709,Alice,Monarch,Meadow,2019-04-22
710,Alice,Swallowtail,Meadow,2020-08-10
711,Alice,Swallowtail,Rainforest,2019-04-22
712,Charlie,Monarch,Desert,2015-05-21
713,Bob,Swallowtail,Meadow,2019-11-03
714,Dana,Monarch,Desert,2016-10-09
715,Dana,Monarch,Rainforest,2015-07-20
716,Alice,Blue Morpho,Desert,2015-09-14
717,Alice,Painted Lady,Garden,2016-06-30
718,Charlie,Swallowtail,Desert,2017-03-12
719,Bob,Swallowtail,Meadow,2017-07-30
720,Dana,Blue Morpho,Rainforest,2016-02-18
721,Charlie,Blue Morpho,Meadow,2020-07-07
722,Dana,Blue Morpho,Garden,2018-10-13
723,Alice,Red Admiral,Meadow,2018-01-03
724,Dana,Red Admiral,Meadow,2017-06-28
725,Bob,Red Admiral,Meadow,2015-07-07
726,Bob,Monarch,Mountain,2020-07-08
727,Alice,Swallowtail,Garden,2018-08-06
728,Bob,Painted Lady,Meadow,2020-09-23
729,Bob,Monarch,Meadow,2020-10-31
730,Charlie,Swallowtail,Meadow,2018-02-20
731,Dana,Swallowtail,Rainforest,2015-12-24
732,Alice,Blue Morpho,Mountain,2019-04-01
733,Alice,Blue Morpho,Rainforest,2017-12-25
734,Alice,Monarch,Mountain,2019-08-08
735,Alice,Blue Morpho,Meadow,2015-06-11
736,Alice,Swallowtail,Garden,2016-03-25
737,Bob,Blue Morpho,Desert,2019-02-06
738,Charlie,Red Admiral,Desert,2017-11-02
739,Alice,Blue Morpho,Meadow,2020-11-28
740,Charlie,Swallowtail,Rainforest,2020-05-04
741,Charlie,Monarch,Garden,2018-08-06
742,Bob,Painted Lady,Mountain,2018-05-23
743,Alice,Blue Morpho,Meadow,2017-08-31
744,Bob,Swallowtail,Garden,2016-09-23
745,Alice,Painted Lady,Garden,2019-05-10
746,Bob,Painted Lady,Mountain,2017-11-16
747,Charlie,Red Admiral,Garden,2019-05-08
748,Alice,Painted Lady,Rainforest,2019-08-21
749,Dana,Swallowtail,Rainforest,2016-03-12
750,Charlie,Swallowtail,Rainforest,2019-04-06
751,Dana,Blue Morpho,Garden,2017-12-12
752,Charlie,Blue Morpho,Rainforest,2018-07-28
753,Bob,Blue Morpho,Mountain,2020-09-09
754,Alice,Painted Lady,Garden,2015-07-02
755,Charlie,Painted Lady,Desert,2019-01-09
756,Bob,Red Admiral,Garden,2019-01-19
757,Alice,Blue Morpho,Mountain,2019-05-09
758,Alice,Monarch,Desert,2019-05-07
759,Charlie,Red Admiral,Garden,2016-10-21
760,Alice,Monarch,Rainforest,2015-06-09
761,Charlie,Painted Lady,Meadow,2017-10-08
762,Alice,Red Admiral,Meadow,2015-02-22
763,Dana,Red Admiral,Rainforest,2017-11-11
764,Bob,Swallowtail,Meadow,2017-11-19
765,Dana,Painted Lady,Meadow,2018-05-13
766,Charlie,Painted Lady,Rainforest,2019-02-03
767,Dana,Red Admiral,Rainforest,2019-01-29
768,Charlie,Painted Lady,Garden,2017-11-01
769,Alice,Red Admiral,Garden,2020-05-04
770,Alice,Swallowtail,Rainforest,2017-04-29
771,Charlie,Red Admiral,Mountain,2015-12-20
772,Dana,Painted Lady,Meadow,2018-01-03
773,Alice,Painted Lady,Garden,2019-10-06
774,Bob,Red Admiral,Meadow,2019-01-04
775,Alice,Red Admiral,Desert,2017-09-17
776,Bob,Red Admiral,Rainforest,2018-06-18
777,Dana,Blue Morpho,Mountain,2020-02-28
778,Bob,Painted Lady,Desert,2019-12-15
779,Bob,Painted Lady,Desert,2018-01-16
780,Bob,Blue Morpho,Desert,2017-03-28
781,Bob,Red Admiral,Rainforest,2019-12-05
782,Alice,Swallowtail,Garden,2020-05-14
783,Bob,Red Admiral,Rainforest,2017-06-07
784,Alice,Red Admiral,Garden,2020-01-30
785,Bob,Blue Morpho,Desert,2018-03-26
786,Charlie,Painted Lady,Desert,2016-10-29
787,Dana,Red Admiral,Mountain,2016-09-24
788,Bob,Painted Lady,Garden,2019-07-01
789,Charlie,Monarch,Desert,2015-05-17
790,Bob,Painted Lady,Meadow,2020-04-30
791,Bob,Swallowtail,Mountain,2019-08-25
792,Bob,Swallowtail,Rainforest,2016-03-03
793,Charlie,Red Admiral,Mountain,2019-01-15
794,Dana,Painted Lady,Meadow,2017-03-29
795,Charlie,Red Admiral,Garden,2020-12-28
796,Dana,Blue Morpho,Rainforest,2018-01-11
797,Bob,Swallowtail,Rainforest,2015-07-17
798,Alice,Red Admiral,Garden,2020-06-18
799,Bob,Blue Morpho,Mountain,2016-04-15
800,Dana,Red Admiral,Desert,2020-05-02
801,Charlie,Painted Lady,Mountain,2017-07-17
802,Bob,Painted Lady,Meadow,2020-07-03
803,Charlie,Painted Lady,Desert,2017-06-24
804,Charlie,Painted Lady,Mountain,2015-01-23
805,Charlie,Monarch,Garden,2015-08-23
806,Bob,Blue Morpho,Meadow,2018-01-29
807,Charlie,Blue Morpho,Meadow,2017-07-17
808,Charlie,Painted Lady,Meadow,2016-06-06
809,Bob,Monarch,Desert,2019-12-14
810,Charlie,Painted Lady,Rainforest,2016-03-06
811,Bob,Monarch,Desert,2017-03-03
812,Dana,Painted Lady,Mountain,2019-06-18
813,Dana,Swallowtail,Rainforest,2019-10-03
814,Dana,Swallowtail,Mountain,2016-06-16
815,Charlie,Red Admiral,Rainforest,2019-10-13
816,Alice,Painted Lady,Desert,2019-08-03
817,Alice,Blue Morpho,Meadow,2018-08-09
818,Charlie,Red Admiral,Garden,2017-07-01
819,Alice,Swallowtail,Meadow,2018-01-29
820,Bob,Painted Lady,Desert,2019-03-06
821,Alice,Red Admiral,Rainforest,2018-08-20
822,Charlie,Painted Lady,Meadow,2017-10-20
823,Charlie,Swallowtail,Desert,2019-04-26
824,Bob,Red Admiral,Mountain,2018-10-10
825,Dana,Swallowtail,Garden,2019-02-28
826,Charlie,Monarch,Meadow,2019-08-09
827,Bob,Swallowtail,Rainforest,2020-06-20
828,Alice,Painted Lady,Mountain,2015-08-15
829,Alice,Blue Morpho,Desert,2018-06-13
830,Bob,Swallowtail,Garden,2017-05-22
831,Bob,Blue Morpho,Rainforest,2017-06-10
832,Charlie,Monarch,Desert,2019-01-18
833,Alice,Red Admiral,Desert,2017-11-02
834,Bob,Red Admiral,Meadow,2016-02-01
835,Alice,Blue Morpho,Meadow,2018-01-28
836,Bob,Red Admiral,Rainforest,2020-09-09
837,Alice,Swallowtail,Desert,2016-10-10
838,Dana,Blue Morpho,Meadow,2015-11-25
839,Charlie,Painted Lady,Garden,2019-01-22
840,Alice,Swallowtail,Garden,2017-08-09
841,Dana,Swallowtail,Desert,2020-06-28
842,Alice,Swallowtail,Meadow,2020-07-09
843,Alice,Painted Lady,Rainforest,2020-02-22
844,Dana,Monarch,Rainforest,2018-04-11
845,Alice,Red Admiral,Rainforest,2019-11-08
846,Alice,Blue Morpho,Garden,2015-06-11
847,Charlie,Monarch,Meadow,2019-10-18
848,Dana,Blue Morpho,Meadow,2017-02-14
849,Dana,Red Admiral,Garden,2020-01-02
850,Bob,Painted Lady,Rainforest,2017-11-17
851,Alice,Swallowtail,Rainforest,2017-07-28
852,Charlie,Swallowtail,Desert,2016-06-23
853,Alice,Painted Lady,Mountain,2017-04-01
854,Alice,Monarch,Meadow,2019-01-01
855,Bob,Monarch,Meadow,2017-12-24
856,Alice,Blue Morpho,Meadow,2015-12-22
857,Charlie,Painted Lady,Mountain,2015-08-23
858,Charlie,Monarch,Desert,2019-03-29
859,Bob,Painted Lady,Mountain,2020-09-27
860,Alice,Red Admiral,Rainforest,2015-04-28
861,Charlie,Swallowtail,Rainforest,2020-10-02
862,Alice,Swallowtail,Meadow,2019-08-01
863,Alice,Swallowtail,Garden,2017-12-03
864,Alice,Painted Lady,Meadow,2020-10-01
865,Bob,Painted Lady,Garden,2016-07-11
866,Alice,Blue Morpho,Mountain,2019-12-21
867,Charlie,Swallowtail,Rainforest,2020-06-28
868,Alice,Blue Morpho,Garden,2016-02-02
869,Charlie,Swallowtail,Mountain,2016-11-05
870,Alice,Blue Morpho,Rainforest,2016-01-22
871,Charlie,Blue Morpho,Garden,2020-11-28
872,Charlie,Red Admiral,Meadow,2020-08-26
873,Alice,Blue Morpho,Meadow,2017-06-02
874,Alice,Painted Lady,Meadow,2016-06-24
875,Charlie,Blue Morpho,Mountain,2015-06-20
876,Dana,Swallowtail,Meadow,2017-01-09
877,Bob,Blue Morpho,Desert,2018-11-02
878,Dana,Monarch,Rainforest,2015-04-29
879,Dana,Swallowtail,Mountain,2020-11-21
880,Alice,Monarch,Meadow,2020-06-18
881,Bob,Swallowtail,Rainforest,2019-09-02
882,Dana,Painted Lady,Garden,2019-09-19
883,Alice,Painted Lady,Meadow,2019-08-25
884,Dana,Painted Lady,Rainforest,2018-12-15
885,Dana,Monarch,Desert,2019-10-26
886,Alice,Red Admiral,Garden,2019-03-05
887,Alice,Swallowtail,Desert,2016-10-26
888,Alice,Painted Lady,Rainforest,2015-02-02
889,Bob,Swallowtail,Desert,2020-10-03
890,Dana,Monarch,Rainforest,2020-08-21
891,Alice,Red Admiral,Rainforest,2019-04-01
892,Charlie,Monarch,Desert,2016-12-20
893,Dana,Swallowtail,Rainforest,2016-04-28
894,Charlie,Red Admiral,Meadow,2017-08-30
895,Bob,Red Admiral,Rainforest,2015-11-03
896,Alice,Monarch,Mountain,2016-04-01
897,Charlie,Painted Lady,Rainforest,2015-11-27
898,Bob,Swallowtail,Mountain,2015-08-13
899,Alice,Blue Morpho,Rainforest,2019-01-19
900,Charlie,Blue Morpho,Rainforest,2017-12-18
901,Charlie,Monarch,Desert,2016-10-05
902,Bob,Swallowtail,Meadow,2016-09-07
903,Alice,Swallowtail,Meadow,2015-07-14
904,Alice,Monarch,Garden,2016-05-03
905,Charlie,Swallowtail,Desert,2018-06-03
906,Charlie,Painted Lady,Desert,2018-01-07
907,Charlie,Monarch,Meadow,2018-02-21
908,Alice,Painted Lady,Desert,2018-05-26
909,Bob,Swallowtail,Meadow,2016-05-30
910,Bob,Monarch,Desert,2019-06-14
911,Alice,Swallowtail,Rainforest,2018-02-01
912,Dana,Monarch,Meadow,2016-01-28
913,Bob,Swallowtail,Meadow,2016-09-22
914,Charlie,Painted Lady,Mountain,2020-01-22
915,Dana,Painted Lady,Desert,2017-09-06
916,Dana,Swallowtail,Desert,2016-03-09
917,Bob,Monarch,Meadow,2015-10-05
918,Dana,Blue Morpho,Rainforest,2015-08-21
919,Dana,Painted Lady,Rainforest,2019-04-02
920,Bob,Painted Lady,Rainforest,2019-05-14
921,Bob,Blue Morpho,Desert,2018-01-18
922,Dana,Swallowtail,Mountain,2015-01-26
923,Charlie,Monarch,Meadow,2018-11-18
924,Alice,Swallowtail,Garden,2016-04-05
925,Dana,Red Admiral,Mountain,2017-12-27
926,Dana,Painted Lady,Garden,2017-10-03
927,Charlie,Red Admiral,Mountain,2020-06-17
928,Dana,Painted Lady,Rainforest,2016-05-05
929,Dana,Painted Lady,Desert,2017-12-08
930,Alice,Red Admiral,Garden,2015-08-04
931,Alice,Red Admiral,Mountain,2019-09-20
932,Alice,Swallowtail,Desert,2019-05-12
933,Bob,Red Admiral,Garden,2015-06-08
934,Bob,Swallowtail,Meadow,2016-11-16
935,Alice,Swallowtail,Mountain,2019-11-12
936,Alice,Swallowtail,Meadow,2020-08-14
937,Bob,Painted Lady,Rainforest,2020-01-18
938,Charlie,Painted Lady,Meadow,2019-05-09
939,Dana,Red Admiral,Meadow,2019-08-24
940,Dana,Painted Lady,Mountain,2020-04-30
941,Alice,Red Admiral,Rainforest,2020-08-24
942,Charlie,Painted Lady,Meadow,2018-02-19
943,Bob,Monarch,Desert,2019-05-01
944,Alice,Monarch,Garden,2020-04-16
945,Charlie,Red Admiral,Meadow,2019-10-24
946,Charlie,Painted Lady,Rainforest,2020-08-12
947,Charlie,Painted Lady,Meadow,2017-09-16
948,Bob,Swallowtail,Garden,2019-03-22
949,Bob,Blue Morpho,Rainforest,2018-01-21
950,Dana,Red Admiral,Mountain,2016-05-07
951,Dana,Blue Morpho,Rainforest,2016-09-11
952,Charlie,Blue Morpho,Mountain,2020-09-28
953,Charlie,Red Admiral,Rainforest,2019-03-27
954,Bob,Painted Lady,Garden,2017-05-12
955,Dana,Red Admiral,Garden,2019-08-19
956,Charlie,Blue Morpho,Rainforest,2019-05-25
957,Dana,Painted Lady,Meadow,2016-08-02
958,Dana,Monarch,Garden,2020-03-05
959,Charlie,Red Admiral,Mountain,2018-06-29
960,Bob,Red Admiral,Mountain,2020-01-30
961,Charlie,Painted Lady,Desert,2018-09-17
962,Charlie,Monarch,Mountain,2018-03-08
963,Dana,Monarch,Desert,2015-12-23
964,Charlie,Painted Lady,Rainforest,2019-06-13
965,Bob,Swallowtail,Rainforest,2020-06-29
966,Charlie,Red Admiral,Rainforest,2017-05-19
967,Bob,Red Admiral,Meadow,2017-06-04
968,Bob,Blue Morpho,Meadow,2020-06-24
969,Dana,Painted Lady,Desert,2018-11-14
970,Alice,Blue Morpho,Mountain,2018-07-07
971,Alice,Blue Morpho,Mountain,2016-09-11
972,Dana,Monarch,Rainforest,2017-06-01
973,Charlie,Red Admiral,Garden,2017-03-07
974,Dana,Blue Morpho,Meadow,2020-12-12
975,Bob,Monarch,Meadow,2018-07-20
976,Alice,Painted Lady,Rainforest,2016-09-10
977,Dana,Blue Morpho,Meadow,2020-01-09
978,Charlie,Red Admiral,Rainforest,2015-09-02
979,Dana,Blue Morpho,Desert,2017-07-18
980,Alice,Painted Lady,Mountain,2018-06-24
981,Dana,Blue Morpho,Garden,2016-06-03
982,Dana,Red Admiral,Mountain,2015-01-08
983,Alice,Monarch,Mountain,2020-07-12
984,Bob,Red Admiral,Desert,2016-05-09
985,Bob,Monarch,Meadow,2019-06-18
986,Alice,Swallowtail,Garden,2017-11-28
987,Dana,Red Admiral,Meadow,2015-07-06
988,Alice,Red Admiral,Mountain,2020-02-21
989,Bob,Painted Lady,Rainforest,2020-11-10
990,Charlie,Blue Morpho,Mountain,2015-03-27
991,Dana,Monarch,Meadow,2015-05-17
992,Bob,Monarch,Mountain,2020-10-22
993,Dana,Painted Lady,Rainforest,2019-06-25
994,Alice,Painted Lady,Desert,2019-10-18
995,Charlie,Blue Morpho,Meadow,2019-11-23
996,Alice,Blue Morpho,Mountain,2017-05-21
997,Charlie,Red Admiral,Meadow,2017-08-01
998,Dana,Swallowtail,Desert,2019-06-15
999,Dana,Blue Morpho,Mountain,2015-12-15
1000,Alice,Painted Lady,Mountain,2019-08-04
